Week,Sku,Sales
09/04/2018,sku04,320
16/04/2018,sku04,18544
23/04/2018,sku04,1824
30/04/2018,sku04,45920
07/05/2018,sku04,7440
14/05/2018,sku04,10208
21/05/2018,sku04,2288
28/05/2018,sku04,784
04/06/2018,sku04,1680
11/06/2018,sku04,38896
18/06/2018,sku04,1536
25/06/2018,sku04,10592
02/07/2018,sku04,12112
09/07/2018,sku04,4128
16/07/2018,sku04,1680
23/07/2018,sku04,2864
30/07/2018,sku04,19440
06/08/2018,sku04,4912
13/08/2018,sku04,8400
20/08/2018,sku04,6240
27/08/2018,sku04,9840
03/09/2018,sku04,7440
10/09/2018,sku04,5744
17/09/2018,sku04,19168
24/09/2018,sku04,3920
01/10/2018,sku04,9408
08/10/2018,sku04,4256
15/10/2018,sku04,21280
22/10/2018,sku04,2688
29/10/2018,sku04,11376
05/11/2018,sku04,20656
12/11/2018,sku04,11280
19/11/2018,sku04,15888
26/11/2018,sku04,15248
03/12/2018,sku04,11264
10/12/2018,sku04,97584
17/12/2018,sku04,40720
24/12/2018,sku04,0
31/12/2018,sku04,0
07/01/2019,sku04,1840
14/01/2019,sku04,416
21/01/2019,sku04,0
28/01/2019,sku04,5664
04/02/2019,sku04,240
11/02/2019,sku04,1296
18/02/2019,sku04,96
25/02/2019,sku04,3280
04/03/2019,sku04,7616
11/03/2019,sku04,14720
18/03/2019,sku04,4624
25/03/2019,sku04,1680
01/04/2019,sku04,13600
08/04/2019,sku04,1328
15/04/2019,sku04,13456
22/04/2019,sku04,0
29/04/2019,sku04,4784
06/05/2019,sku04,656
13/05/2019,sku04,4848
20/05/2019,sku04,17600
27/05/2019,sku04,28160
03/06/2019,sku04,8272
10/06/2019,sku04,17936
17/06/2019,sku04,3920
24/06/2019,sku04,13600
01/07/2019,sku04,10400
08/07/2019,sku04,10624
15/07/2019,sku04,5888
22/07/2019,sku04,3296
29/07/2019,sku04,2080
05/08/2019,sku04,12416
12/08/2019,sku04,2976
19/08/2019,sku04,37600
26/08/2019,sku04,13120
02/09/2019,sku04,752
09/09/2019,sku04,6928
16/09/2019,sku04,34176
23/09/2019,sku04,1744
30/09/2019,sku04,1440
07/10/2019,sku04,5984
14/10/2019,sku04,11920
21/10/2019,sku04,35456
28/10/2019,sku04,35568
04/11/2019,sku04,512
11/11/2019,sku04,18992
18/11/2019,sku04,25408
25/11/2019,sku04,5072
02/12/2019,sku04,368
09/12/2019,sku04,11920
16/12/2019,sku04,33776
23/12/2019,sku04,40496
30/12/2019,sku04,1680
06/01/2020,sku04,8384
13/01/2020,sku04,37264
20/01/2020,sku04,19232
27/01/2020,sku04,0
03/02/2020,sku04,3776
10/02/2020,sku04,3360
17/02/2020,sku04,16352
24/02/2020,sku04,5136
02/03/2020,sku04,352
09/03/2020,sku04,32
16/03/2020,sku04,880
23/03/2020,sku04,16480
30/03/2020,sku04,4704
06/04/2020,sku04,560
13/04/2020,sku04,10800
20/04/2020,sku04,560
27/04/2020,sku04,1904
04/05/2020,sku04,15888
11/05/2020,sku04,15040
18/05/2020,sku04,19072
25/05/2020,sku04,5040
01/06/2020,sku04,26544
08/06/2020,sku04,0
15/06/2020,sku04,4496
22/06/2020,sku04,4480
29/06/2020,sku04,41760
06/07/2020,sku04,6720
13/07/2020,sku04,3456
20/07/2020,sku04,10832
27/07/2020,sku04,14000
03/08/2020,sku04,17360
10/08/2020,sku04,3360
17/08/2020,sku04,34480
24/08/2020,sku04,22400
31/08/2020,sku04,10112
