Week,Sku,Sales
23/04/2018,sku01,1060
30/04/2018,sku01,10600
21/05/2018,sku01,1740
28/05/2018,sku01,15740
18/06/2018,sku01,38980
25/06/2018,sku01,3820
23/07/2018,sku01,61940
30/07/2018,sku01,38780
20/08/2018,sku01,76720
27/08/2018,sku01,65620
24/09/2018,sku01,20400
22/10/2018,sku01,80180
29/10/2018,sku01,20000
19/11/2018,sku01,18700
26/11/2018,sku01,37120
24/12/2018,sku01,0
31/12/2018,sku01,0
21/01/2019,sku01,1160
28/01/2019,sku01,37520
25/02/2019,sku01,1020
25/03/2019,sku01,22500
22/04/2019,sku01,74480
29/04/2019,sku01,37000
20/05/2019,sku01,74640
27/05/2019,sku01,37020
24/06/2019,sku01,74540
22/07/2019,sku01,56000
29/07/2019,sku01,59040
19/08/2019,sku01,58240
26/08/2019,sku01,25240
23/09/2019,sku01,60600
30/09/2019,sku01,40060
21/10/2019,sku01,75660
28/10/2019,sku01,55640
18/11/2019,sku01,55620
25/11/2019,sku01,19260
23/12/2019,sku01,0
30/12/2019,sku01,40
20/01/2020,sku01,37120
27/01/2020,sku01,86840
24/02/2020,sku01,18480
23/03/2020,sku01,200
30/03/2020,sku01,25760
20/04/2020,sku01,0
27/04/2020,sku01,56200
18/05/2020,sku01,37020
25/05/2020,sku01,19640
22/06/2020,sku01,36960
29/06/2020,sku01,75320
20/07/2020,sku01,18540
27/07/2020,sku01,42020
24/08/2020,sku01,58920
31/08/2020,sku01,71780
