Week,Sku,Sales
23/04/2018,sku04,1824
30/04/2018,sku04,45920
21/05/2018,sku04,2288
28/05/2018,sku04,784
18/06/2018,sku04,1536
25/06/2018,sku04,10592
23/07/2018,sku04,2864
30/07/2018,sku04,19440
20/08/2018,sku04,6240
27/08/2018,sku04,9840
24/09/2018,sku04,3920
22/10/2018,sku04,2688
29/10/2018,sku04,11376
19/11/2018,sku04,15888
26/11/2018,sku04,15248
24/12/2018,sku04,0
31/12/2018,sku04,0
21/01/2019,sku04,0
28/01/2019,sku04,5664
25/02/2019,sku04,3280
25/03/2019,sku04,1680
22/04/2019,sku04,0
29/04/2019,sku04,4784
20/05/2019,sku04,17600
27/05/2019,sku04,28160
24/06/2019,sku04,13600
22/07/2019,sku04,3296
29/07/2019,sku04,2080
19/08/2019,sku04,37600
26/08/2019,sku04,13120
23/09/2019,sku04,1744
30/09/2019,sku04,1440
21/10/2019,sku04,35456
28/10/2019,sku04,35568
18/11/2019,sku04,25408
25/11/2019,sku04,5072
23/12/2019,sku04,40496
30/12/2019,sku04,1680
20/01/2020,sku04,19232
27/01/2020,sku04,0
24/02/2020,sku04,5136
23/03/2020,sku04,16480
30/03/2020,sku04,4704
20/04/2020,sku04,560
27/04/2020,sku04,1904
18/05/2020,sku04,19072
25/05/2020,sku04,5040
22/06/2020,sku04,4480
29/06/2020,sku04,41760
20/07/2020,sku04,10832
27/07/2020,sku04,14000
24/08/2020,sku04,22400
31/08/2020,sku04,10112
